,KIC
13340,5823881
13341,5823915
13342,5824221
13343,5853175
13344,5853270
13345,5853405
13346,5853462
13347,5853561
13348,5853603
13349,5853617
13350,5853688
13351,5854037
13352,5854163
13353,5854296
13354,5854354
13355,5854375
13356,5854458
13357,5854464
13358,5854529
13359,5854649
13360,5854709
13361,5854755
13362,5855128
13363,5855213
13364,5855221
13365,5855258
13366,5855611
13367,5855703
13368,5855841
13369,5856013
13370,5856074
13371,5856143
13372,5856268
13373,5856368
13374,5856378
13375,5856571
13376,5856634
13377,5856823
13378,5856907
13379,5857272
13380,5857540
13381,5857594
13382,5857656
13383,5857920
13384,5858173
13385,5858176
13386,5858217
13387,5858266
13388,5858341
13389,5858462
13390,5858533
13391,5858738
13392,5858804
13393,5858844
13394,5858865
13395,5858977
13396,5858994
13397,5859089
13398,5859371
13399,5859446
13400,5859521
13401,5859537
13402,5859556
13403,5859574
13404,5859620
13405,5859701
13406,5859705
13407,5859728
13408,5859737
13409,5859808
13410,5859826
13411,5859847
13412,5859921
13413,5860004
13414,5860011
13415,5860347
13416,5860441
13417,5860763
13418,5860847
13419,5860928
13420,5860998
13421,5865009
13422,5865613
13423,5865729
13424,5865841
13425,5865886
13426,5866058
13427,5866099
13428,5866132
13429,5866180
13430,5866211
13431,5866341
13432,5866482
13433,5866511
13434,5866603
13435,5866636
13436,5866641
13437,5866728
13438,5866745
13439,5866910
13440,5867033
13441,5867057
13442,5867070
13443,5867131
13444,5867251
13445,5867278
13446,5867346
13447,5867369
13448,5867472
13449,5867524
13450,5867539
13451,5867712
13452,5867759
13453,5867825
13454,5868005
13455,5868059
13456,5868174
13457,5868190
13458,5868293
13459,5868418
13460,5868456
13461,5869079
13462,5869153
13463,5869160
13464,5869289
13465,5869301
13466,5869410
13467,5869577
13468,5869658
13469,5869826
13470,5869898
13471,5870568
13472,5870737
13473,5870758
13474,5870759
13475,5870886
13476,5871055
13477,5871088
13478,5871104
13479,5871116
13480,5871161
13481,5871245
13482,5871355
13483,5871372
13484,5871426
13485,5871552
13486,5871770
13487,5871794
13488,5871895
13489,5871915
13490,5871970
13491,5871985
13492,5872006
13493,5872038
13494,5872074
13495,5872139
13496,5872150
13497,5872232
13498,5872283
13499,5872322
13500,5872326
13501,5872493
13502,5872550
13503,5872563
13504,5872636
13505,5872666
13506,5872720
13507,5872905
13508,5873027
13509,5873470
13510,5873472
13511,5873642
13512,5875864
13513,5875933
13514,5875974
13515,5876083
13516,5876252
13517,5876334
13518,5876359
13519,5876368
13520,5876377
13521,5876522
13522,5876614
13523,5876629
13524,5876717
13525,5876749
13526,5876831
13527,5876966
13528,5877169
13529,5877465
13530,5877741
13531,5877961
13532,5877964
13533,5878088
13534,5878143
13535,5878178
13536,5878199
13537,5878476
13538,5878493
13539,5878506
13540,5878531
13541,5878557
13542,5878602
13543,5878716
13544,5878733
13545,5878748
13546,5878825
13547,5878970
13548,5879042
13549,5879059
13550,5879071
13551,5879274
13552,5879402
13553,5879535
13554,5879646
13555,5879702
13556,5879751
13557,5879773
13558,5879848
13559,5879967
13560,5880024
13561,5880084
13562,5880111
13563,5880121
13564,5880153
13565,5880201
13566,5880281
13567,5880313
13568,5880368
13569,5880444
13570,5880537
13571,5880667
13572,5880707
13573,5880739
13574,5880833
13575,5880843
13576,5880873
13577,5880950
13578,5881031
13579,5881169
13580,5881377
13581,5881384
13582,5881398
13583,5881664
13584,5881665
13585,5881670
13586,5881704
13587,5881786
13588,5881813
13589,5881844
13590,5881951
13591,5882164
13592,5882496
13593,5887571
13594,5887679
13595,5887703
13596,5887742
13597,5887844
13598,5887965
13599,5888009
13600,5888100
13601,5888187
13602,5888212
13603,5888297
13604,5888317
13605,5888355
13606,5888441
13607,5888474
13608,5888672
13609,5891243
13610,5891265
13611,5891396
13612,5891481
13613,5891563
13614,5891611
13615,5891616
13616,5891733
13617,5891780
13618,5891785
13619,5891887
13620,5891901
13621,5891914
13622,5891965
13623,5892096
13624,5892129
13625,5892227
13626,5892340
13627,5892370
13628,5892538
13629,5892548
13630,5892657
13631,5892675
13632,5892916
13633,5892974
13634,5893006
13635,5893039
13636,5893143
13637,5893210
13638,5893430
13639,5893500
13640,5893563
13641,5893570
13642,5893680
13643,5893723
13644,5893813
13645,5893912
13646,5893924
13647,5893964
13648,5894141
13649,5894197
13650,5894479
13651,5894506
13652,5894530
13653,5894585
13654,5894624
13655,5894664
13656,5895021
13657,5895158
13658,5895233
13659,5895237
13660,5895344
13661,5895381
13662,5895588
13663,5895597
13664,5895632
13665,5895719
13666,5895756
13667,5895761
13668,5895809
13669,5896095
13670,5896111
13671,5896169
13672,5896291
13673,5896387
13674,5896537
13675,5896585
13676,5896684
13677,5897053
13678,5897056
13679,5897057
13680,5897218
13681,5897530
13682,5897583
13683,5897635
13684,5897746
13685,5897788
13686,5897811
13687,5897898
13688,5898247
13689,5898395
13690,5898578
13691,5898734
13692,5898935
13693,5898983
13694,5899080
13695,5899165
13696,5899323
13697,5899372
13698,5899495
13699,5899965
13700,5900212
13701,5900261
13702,5900345
13703,5900368
13704,5900518
13705,5900719
13706,5900720
13707,5900909
13708,5901840
13709,5901887
13710,5902301
13711,5902322
13712,5902375
13713,5902438
13714,5902460
13715,5902488
13716,5902596
13717,5902629
13718,5902670
13719,5902695
13720,5902749
13721,5903003
13722,5903312
13723,5903453
13724,5903649
13725,5903959
13726,5904420
13727,5904434
13728,5904478
13729,5904751
13730,5905093
13731,5905140
13732,5905217
13733,5905229
13734,5905418
13735,5905536
13736,5905644
13737,5905768
13738,5905770
13739,5905803
13740,5906103
13741,5906138
13742,5906298
13743,5906426
13744,5906557
13745,5906598
13746,5906645
13747,5906694
13748,5906714
13749,5907098
13750,5907113
13751,5907373
13752,5907636
13753,5907690
13754,5907868
13755,5907931
13756,5908225
13757,5936645
13758,5936797
13759,5936805
13760,5936811
13761,5937017
13762,5937046
13763,5937190
13764,5937279
13765,5937311
13766,5937351
13767,5937572
13768,5937679
13769,5937698
13770,5937733
13771,5938148
13772,5938160
13773,5938175
13774,5938255
13775,5938270
13776,5938276
13777,5938328
13778,5938341
13779,5938347
13780,5938423
13781,5938440
13782,5938683
13783,5938970
13784,5939072
13785,5939129
13786,5939163
13787,5939166
13788,5939411
13789,5939498
13790,5939623
13791,5939894
13792,5939919
13793,5939925
13794,5939938
13795,5940165
13796,5940173
13797,5940196
13798,5940344
13799,5940442
13800,5940547
13801,5940980
13802,5941062
13803,5941093
13804,5941136
13805,5941160
13806,5941214
13807,5941362
13808,5941647
13809,5941665
13810,5941726
13811,5941751
13812,5941769
13813,5941861
13814,5941885
13815,5941911
13816,5941975
13817,5941980
13818,5942048
13819,5942172
13820,5942225
13821,5942269
13822,5942281
13823,5942346
13824,5942393
13825,5942739
13826,5942803
13827,5942806
13828,5942808
13829,5942904
13830,5942949
13831,5943174
13832,5943189
13833,5943307
13834,5943359
13835,5943405
13836,5943462
13837,5943512
13838,5943616
13839,5943644
13840,5943725
13841,5943727
13842,5943736
13843,5943863
13844,5944041
13845,5944209
13846,5944563
13847,5944707
13848,5944737
13849,5944809
13850,5946568
13851,5949306
13852,5949551
13853,5949620
13854,5949718
13855,5949749
13856,5949783
13857,5949787
13858,5949874
13859,5949967
13860,5950226
13861,5950320
13862,5950459
13863,5950500
13864,5950605
13865,5950608
13866,5950609
13867,5950617
13868,5950715
13869,5950758
13870,5950818
13871,5950833
13872,5950843
13873,5950936
13874,5950937
13875,5950961
13876,5950982
13877,5951011
13878,5951013
13879,5951083
13880,5951108
13881,5951137
13882,5951141
13883,5951209
13884,5951437
13885,5951459
13886,5951478
13887,5951961
13888,5952155
13889,5952164
13890,5952274
13891,5952282
13892,5952291
13893,5952338
13894,5952369
13895,5952385
13896,5952448
13897,5952774
13898,5952792
13899,5952853
13900,5953007
13901,5953100
13902,5953394
13903,5953422
13904,5953540
13905,5953631
13906,5953656
13907,5953760
13908,5953849
13909,5953940
13910,5954145
13911,5954222
13912,5954624
13913,5954747
13914,5954845
13915,5954894
13916,5954995
13917,5955074
13918,5955089
13919,5955110
13920,5955175
13921,5955197
13922,5955282
13923,5955379
13924,5955427
13925,5955621
13926,5955626
13927,5955695
13928,5955749
13929,5955784
13930,5955846
13931,5956062
13932,5956069
13933,5956113
13934,5956125
13935,5956137
13936,5956140
13937,5956234
13938,5956339
13939,5956342
13940,5956385
13941,5956458
13942,5956504
13943,5956539
13944,5956587
13945,5956633
13946,5956680
13947,5956717
13948,5956727
13949,5956924
13950,5957002
13951,5957117
13952,5957137
13953,5957288
13954,5957334
13955,5959429
13956,5959491
13957,5959679
13958,5959719
13959,5959753
13960,5959954
13961,5960076
13962,5960127
13963,5960198
13964,5960242
13965,5960347
13966,5960404
13967,5960420
13968,5960427
13969,5960526
13970,5960536
13971,5960581
13972,5960592
13973,5960680
13974,5960698
13975,5960713
13976,5960718
13977,5960746
13978,5960896
13979,5960906
13980,5961022
13981,5961058
13982,5961089
13983,5961105
13984,5961146
13985,5961286
13986,5961302
13987,5961373
13988,5961460
13989,5961866
13990,5962022
13991,5962118
13992,5962124
13993,5962129
13994,5962157
13995,5962223
13996,5962262
13997,5962348
13998,5962506
13999,5962532
14000,5962632
14001,5962674
14002,5962990
14003,5963001
14004,5963179
14005,5963267
14006,5963268
14007,5963285
14008,5963604
14009,5963661
14010,5963681
14011,5963753
14012,5963781
14013,5963936
14014,5963951
14015,5964063
14016,5964130
14017,5964136
14018,5964205
14019,5964303
14020,5964346
14021,5964371
14022,5964501
14023,5964511
14024,5964515
14025,5964578
14026,5964656
14027,5964675
14028,5964734
14029,5964761
14030,5964893
14031,5964914
14032,5965012
14033,5965047
14034,5965209
14035,5965346
14036,5965422
14037,5965460
14038,5965468
14039,5965476
14040,5965500
14041,5965617
14042,5965629
14043,5965661
14044,5965961
14045,5966043
14046,5966169
14047,5966243
14048,5966322
14049,5966417
14050,5966607
14051,5966807
14052,5966966
14053,5967454
14054,5967625
14055,5972334
14056,5972541
14057,5975314
14058,5975523
14059,5976210
14060,5976292
14061,5976295
14062,5976309
14063,5976332
14064,5976467
14065,5976481
14066,5976569
14067,5976621
14068,5976705
14069,5976859
14070,5977017
14071,5977073
14072,5977401
14073,5977477
14074,5977527
14075,5977859
14076,5978130
14077,5978266
14078,5978312
14079,5978361
14080,5978390
14081,5978395
14082,5978423
14083,5978440
14084,5978559
14085,5978777
14086,5978815
14087,5978891
14088,5978947
14089,5978990
14090,5979001
14091,5979251
14092,5979301
14093,5979488
14094,5979500
14095,5979552
14096,5979710
14097,5979719
14098,5979848
14099,5979856
14100,5979863
14101,5979934
14102,5980061
14103,5980099
14104,5980165
14105,5980208
14106,5980361
14107,5980538
14108,5980631
14109,5980661
14110,5980709
14111,5980826
14112,5980882
14113,5981011
14114,5981095
14115,5981126
14116,5981224
14117,5981268
14118,5981295
14119,5981440
14120,5981461
14121,5981513
14122,5981572
14123,5981636
14124,5981655
14125,5981802
14126,5982241
14127,5982461
14128,5982557
14129,5982589
14130,5982703
14131,5982945
14132,5983143
14133,5983214
14134,5983256
14135,5983441
14136,5983447
14137,5983532
14138,5983813
14139,5983846
14140,5983877
14141,5983969
14142,5983993
14143,5984032
14144,5984320
14145,5984357
14146,5984358
14147,5984359
14148,5984603
14149,5984627
14150,5984662
14151,5984759
14152,5985007
14153,5985197
14154,5985533
14155,5985577
14156,5986246
14157,5986518
14158,5987205
14159,5987347
14160,5987383
14161,5987529
14162,5987658
14163,5987827
14164,5987910
14165,5987973
14166,5987983
14167,5988029
14168,5988031
14169,5988192
14170,5988807
14171,5988823
14172,5988931
14173,5989187
14174,5989323
14175,5989401
14176,5989570
14177,5989773
14178,5989889
14179,5990404
14180,5990487
14181,5990853
14182,5990918
14183,5990956
14184,5990980
14185,5991314
14186,5991378
14187,5991422
14188,5991479
14189,5991517
14190,5991528
14191,5991780
14192,5991932
14193,5992270
14194,6019067
14195,6019114
14196,6019441
14197,6019456
14198,6019479
14199,6019607
14200,6019688
14201,6019736
14202,6019909
14203,6019973
14204,6019976
14205,6019992
14206,6020051
14207,6020076
14208,6020153
14209,6020330
14210,6020505
14211,6020557
14212,6020636
14213,6020679
14214,6020753
14215,6020907
14216,6020953
14217,6021107
14218,6021160
14219,6021186
14220,6021204
14221,6021263
14222,6021275
14223,6021387
14224,6021431
14225,6021508
14226,6021510
14227,6021591
14228,6021707
14229,6021718
14230,6021728
14231,6021738
14232,6021740
14233,6021746
14234,6021874
14235,6022452
14236,6022556
14237,6022651
14238,6022971
14239,6023350
14240,6023369
14241,6023441
14242,6023560
14243,6023617
14244,6023651
14245,6023816
14246,6024019
14247,6024156
14248,6024170
14249,6024211
14250,6024213
14251,6024232
14252,6024238
14253,6024567
14254,6024673
14255,6024731
14256,6024752
14257,6024768
14258,6024814
14259,6025130
14260,6025177
14261,6025223
14262,6025335
14263,6025356
14264,6025362
14265,6025375
14266,6025389
14267,6025440
14268,6025535
14269,6025594
14270,6025986
14271,6026059
14272,6026065
14273,6026154
14274,6026213
14275,6026246
14276,6026317
14277,6026345
14278,6026438
14279,6026443
14280,6026851
14281,6026859
14282,6026869
14283,6026957
14284,6026981
14285,6027033
14286,6027095
14287,6027171
14288,6028884
14289,6028890
14290,6028914
14291,6028995
14292,6029002
14293,6029024
14294,6029083
14295,6029085
14296,6029105
14297,6029223
14298,6029239
14299,6029297
14300,6032318
14301,6032355
14302,6032387
14303,6032448
14304,6032459
14305,6032557
14306,6032585
14307,6032771
14308,6032868
14309,6032882
14310,6032916
14311,6032946
14312,6033027
14313,6033031
14314,6033083
14315,6033205
14316,6033227
14317,6033296
14318,6033346
14319,6033372
14320,6033489
14321,6033532
14322,6033539
14323,6033699
14324,6033801
14325,6033969
14326,6034050
14327,6034071
14328,6034108
14329,6034341
14330,6034409
14331,6034411
14332,6034468
14333,6034565
14334,6034643
14335,6034681
14336,6034767
14337,6034834
14338,6034849
14339,6034912
14340,6034933
14341,6034945
14342,6034988
14343,6034997
14344,6035004
14345,6035124
14346,6035214
14347,6035253
14348,6035280
14349,6035399
14350,6035464
14351,6035620
14352,6035716
14353,6035754
14354,6035837
14355,6035844
14356,6035912
14357,6035966
14358,6035968
14359,6036215
14360,6036221
14361,6036303
14362,6036770
14363,6036776
14364,6036979
14365,6037036
14366,6037132
14367,6037213
14368,6037240
14369,6037285
14370,6037423
14371,6037424
14372,6037470
14373,6037480
14374,6037633
14375,6037686
14376,6037803
14377,6037847
14378,6037965
14379,6037987
14380,6038049
14381,6038087
14382,6038153
14383,6038185
14384,6038200
14385,6038269
14386,6038305
14387,6038325
14388,6038355
14389,6038410
14390,6038431
14391,6038486
14392,6038492
14393,6038509
14394,6038585
14395,6038761
14396,6038794
14397,6038810
14398,6038844
14399,6038870
14400,6039091
14401,6039095
14402,6041290
14403,6041560
14404,6041564
14405,6041684
14406,6041704
14407,6041711
14408,6041734
14409,6041787
14410,6041832
14411,6042361
14412,6042431
14413,6042446
14414,6042542
14415,6042631
14416,6042663
14417,6042670
14418,6042825
14419,6042875
14420,6042883
14421,6042945
14422,6043055
14423,6043099
14424,6043159
14425,6043195
14426,6043201
14427,6043350
14428,6043410
14429,6043464
14430,6043531
14431,6043535
14432,6043547
14433,6043562
14434,6043592
14435,6043680
14436,6043749
14437,6043782
14438,6043886
14439,6043894
14440,6044049
14441,6044102
14442,6044134
14443,6044180
14444,6044228
14445,6044247
14446,6044285
14447,6044382
14448,6044553
14449,6044630
14450,6044768
14451,6044844
14452,6044941
14453,6044999
14454,6045006
14455,6045017
14456,6045027
14457,6045030
14458,6045093
14459,6045124
14460,6045125
14461,6045209
14462,6045234
14463,6045284
14464,6045303
14465,6045323
14466,6045333
14467,6045400
14468,6045412
14469,6045417
14470,6045496
14471,6045511
14472,6045539
14473,6045594
14474,6045870
14475,6045893
14476,6045936
14477,6045952
14478,6045966
14479,6046039
14480,6046150
14481,6046177
14482,6046233
14483,6046299
14484,6046365
14485,6046392
14486,6046444
14487,6046754
14488,6046788
14489,6046798
14490,6046850
14491,6046886
14492,6046896
14493,6046907
14494,6047072
14495,6047142
14496,6047186
14497,6047221
14498,6047280
14499,6047294
14500,6047498
14501,6047644
14502,6047786
14503,6047788
14504,6047846
14505,6047857
14506,6048011
14507,6048088
14508,6048385
14509,6048460
14510,6048561
14511,6048571
14512,6048593
14513,6048690
14514,6048744
14515,6048761
14516,6048789
14517,6048858
14518,6048902
14519,6048929
14520,6049063
14521,6049083
14522,6049092
14523,6049108
14524,6049265
14525,6049284
14526,6049330
14527,6049534
14528,6049552
14529,6049620
14530,6049635
14531,6049640
14532,6049678
14533,6049930
14534,6049932
14535,6049999
14536,6050062
14537,6050088
14538,6050127
14539,6050230
14540,6057020
14541,6057106
14542,6057113
14543,6057170
14544,6057233
14545,6057245
14546,6057250
14547,6057369
14548,6057377
14549,6057396
14550,6057528
14551,6057606
14552,6057684
14553,6057893
14554,6057968
14555,6058145
