,KIC
30297,8608071
30298,8608106
30299,8608348
30300,8608350
30301,8608469
30302,8608624
30303,8608705
30304,8608777
30305,8608783
30306,8608837
30307,8608866
30308,8609043
30309,8609301
30310,8609313
30311,8609317
30312,8609368
30313,8609377
30314,8609428
30315,8609558
30316,8609748
30317,8609749
30318,8609752
30319,8609774
30320,8609780
30321,8609845
30322,8609852
30323,8609899
30324,8609985
30325,8610152
30326,8610178
30327,8610216
30328,8610251
30329,8610288
30330,8610291
30331,8610358
30332,8610399
30333,8610439
30334,8610545
30335,8610549
30336,8610701
30337,8610739
30338,8611027
30339,8611121
30340,8611126
30341,8611194
30342,8611233
30343,8611237
30344,8611251
30345,8611257
30346,8611279
30347,8611289
30348,8611322
30349,8611344
30350,8611372
30351,8611555
30352,8611564
30353,8611694
30354,8611949
30355,8612070
30356,8612073
30357,8612098
30358,8612177
30359,8612187
30360,8612197
30361,8612228
30362,8612275
30363,8612325
30364,8612419
30365,8612444
30366,8612572
30367,8612667
30368,8612700
30369,8612716
30370,8612757
30371,8612788
30372,8612847
30373,8612850
30374,8612897
30375,8613190
30376,8613329
30377,8613338
30378,8613360
30379,8613392
30380,8613411
30381,8613519
30382,8613520
30383,8613545
30384,8613712
30385,8613773
30386,8616331
30387,8616468
30388,8616538
30389,8616554
30390,8616556
30391,8616637
30392,8616706
30393,8616731
30394,8616755
30395,8616841
30396,8616881
30397,8616930
30398,8617008
30399,8617049
30400,8617110
30401,8617165
30402,8617172
30403,8617190
30404,8617196
30405,8617218
30406,8617324
30407,8617363
30408,8617364
30409,8617463
30410,8617476
30411,8617492
30412,8617502
30413,8617530
30414,8617558
30415,8617644
30416,8617679
30417,8617691
30418,8617771
30419,8617780
30420,8617907
30421,8617910
30422,8617974
30423,8618052
30424,8618092
30425,8618298
30426,8618444
30427,8618488
30428,8618494
30429,8618548
30430,8618649
30431,8618685
30432,8618728
30433,8618736
30434,8618765
30435,8618800
30436,8618808
30437,8618873
30438,8618896
30439,8618911
30440,8618923
30441,8618937
30442,8619021
30443,8619043
30444,8619098
30445,8619445
30446,8619544
30447,8619737
30448,8619745
30449,8619789
30450,8619862
30451,8619943
30452,8620052
30453,8620220
30454,8620260
30455,8620348
30456,8620443
30457,8620472
30458,8620480
30459,8620502
30460,8620514
30461,8620637
30462,8620671
30463,8620757
30464,8620906
30465,8621213
30466,8621348
30467,8621385
30468,8621528
30469,8621562
30470,8621614
30471,8621619
30472,8621736
30473,8621740
30474,8621781
30475,8621851
30476,8621906
30477,8621910
30478,8621939
30479,8621969
30480,8622058
30481,8622204
30482,8622288
30483,8622382
30484,8622441
30485,8622447
30486,8622603
30487,8622980
30488,8623597
30489,8623883
30490,8624078
30491,8624099
30492,8624485
30493,8624520
30494,8624745
30495,8624758
30496,8624825
30497,8624876
30498,8624902
30499,8624908
30500,8624918
30501,8624959
30502,8624991
30503,8625059
30504,8625079
30505,8625200
30506,8625236
30507,8625354
30508,8625558
30509,8625650
30510,8625682
30511,8625726
30512,8625732
30513,8625766
30514,8625793
30515,8625796
30516,8625813
30517,8625821
30518,8625833
30519,8625925
30520,8625930
30521,8625941
30522,8625973
30523,8625986
30524,8626161
30525,8626190
30526,8628550
30527,8628665
30528,8628758
30529,8628780
30530,8628811
30531,8628973
30532,8628984
30533,8629036
30534,8629039
30535,8629171
30536,8629244
30537,8629307
30538,8629322
30539,8629380
30540,8629383
30541,8629476
30542,8629503
30543,8629619
30544,8629635
30545,8629701
30546,8629712
30547,8629722
30548,8629746
30549,8629771
30550,8629865
30551,8630185
30552,8630217
30553,8630321
30554,8630330
30555,8630363
30556,8630465
30557,8630529
30558,8630564
30559,8630597
30560,8630672
30561,8630861
30562,8630863
30563,8631106
30564,8631144
30565,8631330
30566,8631504
30567,8631505
30568,8631563
30569,8631645
30570,8631765
30571,8635411
30572,8635429
30573,8635480
30574,8635681
30575,8635719
30576,8635754
30577,8636197
30578,8636241
30579,8636303
30580,8636324
30581,8636383
30582,8636390
30583,8636433
30584,8636600
30585,8636612
30586,8636973
30587,8637041
30588,8637098
30589,8637151
30590,8637330
30591,8637331
30592,8637472
30593,8637751
30594,8637776
30595,8637786
30596,8637803
30597,8637902
30598,8638031
30599,8638263
30600,8638365
30601,8638477
30602,8638522
30603,8638661
30604,8638665
30605,8638878
30606,8638974
30607,8639039
30608,8639250
30609,8639341
30610,8639386
30611,8639408
30612,8639656
30613,8639664
30614,8639717
30615,8639745
30616,8639773
30617,8639888
30618,8639908
30619,8639919
30620,8639997
30621,8643459
30622,8643679
30623,8643682
30624,8643814
30625,8643898
30626,8644135
30627,8644288
30628,8644597
30629,8644795
30630,8645076
30631,8645204
30632,8645335
30633,8645748
30634,8646697
30635,8646895
30636,8647035
30637,8647154
30638,8647244
30639,8648438
30640,8648508
30641,8648761
30642,8648845
30643,8648904
30644,8649002
30645,8649245
30646,8649266
30647,8650156
30648,8650207
30649,8650925
30650,8650991
30651,8651185
30652,8651303
30653,8651471
30654,8651551
30655,8651813
30656,8651993
30657,8652360
30658,8652425
30659,8652532
30660,8652589
30661,8652997
30662,8653039
30663,8653134
30664,8653750
30665,8653809
30666,8653845
30667,8653929
30668,8654187
30669,8654260
30670,8654743
30671,8654815
30672,8655053
30673,8655076
30674,8655219
30675,8655389
30676,8655445
30677,8655457
30678,8655458
30679,8655515
30680,8655534
30681,8655676
30682,8655757
30683,8655789
30684,8655794
30685,8655821
30686,8655963
30687,8656004
30688,8656126
30689,8656197
30690,8656391
30691,8656425
30692,8656535
30693,8656546
30694,8656613
30695,8668810
30696,8668855
30697,8669090
30698,8669095
30699,8669097
30700,8669152
30701,8669220
30702,8669254
30703,8669312
30704,8669582
30705,8669649
30706,8669667
30707,8671782
30708,8671919
30709,8671960
30710,8672020
30711,8672023
30712,8672119
30713,8672175
30714,8672176
30715,8672240
30716,8672241
30717,8672410
30718,8672452
30719,8672533
30720,8672555
30721,8672561
30722,8672632
30723,8672678
30724,8672710
30725,8672833
30726,8672890
30727,8672910
30728,8672971
30729,8673011
30730,8673099
30731,8673115
30732,8673315
30733,8673326
30734,8673335
30735,8673348
30736,8673352
30737,8673511
30738,8673550
30739,8673557
30740,8673571
30741,8673909
30742,8674005
30743,8674017
30744,8674074
30745,8674124
30746,8674177
30747,8674179
30748,8674256
30749,8674286
30750,8674303
30751,8674352
30752,8674375
30753,8674406
30754,8674558
30755,8674623
30756,8674776
30757,8674868
30758,8674976
30759,8675015
30760,8675083
30761,8675146
30762,8675192
30763,8675326
30764,8675402
30765,8675694
30766,8675916
30767,8675931
30768,8676038
30769,8676081
30770,8676086
30771,8676148
30772,8676163
30773,8676175
30774,8676208
30775,8676215
30776,8676237
30777,8676292
30778,8676313
30779,8676609
30780,8676627
30781,8676724
30782,8676760
30783,8676949
30784,8676982
30785,8677057
30786,8677084
30787,8677186
30788,8677188
30789,8677239
30790,8677240
30791,8677366
30792,8677400
30793,8677405
30794,8677474
30795,8677562
30796,8677651
30797,8678042
30798,8678082
30799,8678090
30800,8678135
30801,8678141
30802,8678165
30803,8678178
30804,8678201
30805,8678242
30806,8678345
30807,8678437
30808,8678461
30809,8678484
30810,8678523
30811,8678561
30812,8678567
30813,8678569
30814,8678674
30815,8678691
30816,8678900
30817,8680979
30818,8681010
30819,8681017
30820,8681128
30821,8681145
30822,8681303
30823,8681324
30824,8681461
30825,8681477
30826,8681533
30827,8681604
30828,8681636
30829,8681646
30830,8681651
30831,8681721
30832,8681725
30833,8681734
30834,8681743
30835,8681776
30836,8681833
30837,8681882
30838,8681998
30839,8682015
30840,8682094
30841,8682112
30842,8682150
30843,8682180
30844,8682270
30845,8682316
30846,8682321
30847,8682492
30848,8682654
30849,8682711
30850,8682858
30851,8682921
30852,8683030
30853,8683106
30854,8683111
30855,8683284
30856,8683607
30857,8683646
30858,8683878
30859,8683903
30860,8683964
30861,8683991
30862,8684010
30863,8684026
30864,8684041
30865,8684104
30866,8684266
30867,8684377
30868,8684434
30869,8684512
30870,8684570
30871,8684706
30872,8684857
30873,8685174
30874,8685464
30875,8685566
30876,8685621
30877,8685644
30878,8685662
30879,8685689
30880,8685827
30881,8685856
30882,8685913
30883,8685923
30884,8686010
30885,8686013
30886,8686086
30887,8686156
30888,8686418
30889,8686442
30890,8686579
30891,8686583
30892,8686595
30893,8686685
30894,8686690
30895,8686809
30896,8686841
30897,8686928
30898,8686950
30899,8687011
30900,8687036
30901,8687060
30902,8687080
30903,8687192
30904,8687209
30905,8687306
30906,8687327
30907,8687499
30908,8687792
30909,8688110
30910,8688122
30911,8688486
30912,8688785
30913,8688831
30914,8688892
30915,8688984
30916,8689031
30917,8689076
30918,8689162
30919,8689231
30920,8689373
30921,8689383
30922,8689459
30923,8689592
30924,8689606
30925,8689644
30926,8689670
30927,8689696
30928,8689698
30929,8689718
30930,8689739
30931,8689822
30932,8689861
30933,8689978
30934,8690025
30935,8690058
30936,8690139
30937,8690154
30938,8690156
30939,8690178
30940,8690415
30941,8690447
30942,8692679
30943,8692694
30944,8692766
30945,8692827
30946,8693017
30947,8693043
30948,8693264
30949,8693402
30950,8693437
30951,8693451
30952,8693476
30953,8693588
30954,8693691
30955,8693857
30956,8693916
30957,8693926
30958,8693971
30959,8694055
30960,8694108
30961,8694234
30962,8694259
30963,8694284
30964,8694286
30965,8694385
30966,8694459
30967,8694533
30968,8694559
30969,8694672
30970,8694772
30971,8694807
30972,8694864
30973,8694995
30974,8695266
30975,8695303
30976,8695347
30977,8695489
30978,8695608
30979,8695661
30980,8695694
30981,8695767
30982,8695929
30983,8695986
30984,8696043
30985,8696157
30986,8696237
30987,8696242
30988,8696263
30989,8696435
30990,8696444
30991,8696507
30992,8696578
30993,8696587
30994,8696742
30995,8696774
30996,8700439
30997,8700515
30998,8700539
30999,8700573
31000,8700943
31001,8701047
31002,8701182
31003,8701276
31004,8701569
31005,8701669
31006,8701682
31007,8702175
31008,8702200
31009,8702253
31010,8702719
31011,8702747
31012,8702815
31013,8702853
31014,8702931
31015,8703074
31016,8703141
31017,8703359
31018,8703563
31019,8703623
31020,8703914
31021,8707561
31022,8707750
31023,8707915
31024,8707960
31025,8708015
31026,8708041
31027,8708139
31028,8708148
31029,8708455
31030,8708690
31031,8708822
31032,8709293
31033,8709427
31034,8709568
31035,8709781
31036,8709968
31037,8710456
31038,8711527
31039,8711794
31040,8712011
31041,8712291
31042,8712626
31043,8712683
31044,8712994
31045,8713290
31046,8714189
31047,8714686
31048,8714950
31049,8715027
31050,8715052
31051,8715306
31052,8715511
31053,8715634
31054,8716102
31055,8716345
31056,8717692
31057,8717773
31058,8717856
31059,8718268
31060,8718318
31061,8718439
31062,8718489
31063,8718687
31064,8719164
31065,8719231
31066,8719482
31067,8719931
31068,8720125
31069,8720209
31070,8720292
31071,8720293
31072,8720320
31073,8733242
31074,8733341
31075,8733439
31076,8733469
31077,8733527
31078,8733529
31079,8733530
31080,8733590
31081,8733703
31082,8733735
31083,8733742
31084,8733902
31085,8733983
31086,8735995
31087,8736091
31088,8736279
31089,8736331
31090,8736365
31091,8736369
31092,8736372
31093,8736398
31094,8736423
31095,8736605
31096,8736607
31097,8736639
31098,8736811
31099,8736828
31100,8736900
31101,8736976
31102,8737119
31103,8737120
31104,8737124
31105,8737267
31106,8737322
31107,8737381
31108,8737554
31109,8737595
31110,8737621
31111,8737645
31112,8737661
31113,8737700
31114,8737798
31115,8737922
31116,8737933
31117,8737965
31118,8738141
31119,8738229
31120,8738358
31121,8738442
31122,8738455
31123,8738633
31124,8738679
31125,8738708
31126,8738764
31127,8738775
31128,8738807
31129,8738825
31130,8738941
31131,8738959
31132,8739025
31133,8739040
31134,8739075
31135,8739220
31136,8739246
31137,8739888
31138,8739940
31139,8739981
31140,8740018
31141,8740037
31142,8740057
31143,8740069
31144,8740146
31145,8740204
31146,8740238
31147,8740275
31148,8740382
31149,8740411
31150,8740442
31151,8740474
31152,8740530
31153,8740534
31154,8740578
31155,8740627
31156,8740639
31157,8740669
31158,8740685
31159,8740732
31160,8740808
31161,8740849
31162,8740875
31163,8740935
31164,8740965
31165,8740973
31166,8741009
31167,8741019
31168,8741097
31169,8741162
31170,8741211
31171,8741221
31172,8741229
31173,8741249
31174,8741283
31175,8741295
31176,8741387
31177,8741470
31178,8741494
31179,8741581
31180,8741696
31181,8741746
31182,8741859
31183,8741866
31184,8742070
31185,8742139
31186,8742176
31187,8742321
31188,8742406
31189,8742458
31190,8742472
31191,8742503
31192,8742584
31193,8742590
31194,8742597
31195,8742704
31196,8742735
31197,8742831
31198,8742887
31199,8742992
31200,8743029
31201,8743041
31202,8743043
31203,8743047
31204,8743053
31205,8743058
31206,8743145
31207,8743186
31208,8745637
31209,8745730
31210,8745769
31211,8745828
31212,8745840
31213,8745970
31214,8746144
31215,8746381
31216,8746399
31217,8746411
31218,8746464
31219,8746663
31220,8746763
31221,8746962
31222,8747073
31223,8747359
31224,8747363
31225,8747395
31226,8747453
31227,8747523
31228,8747554
31229,8747571
31230,8747607
31231,8747619
31232,8747629
31233,8747675
31234,8747686
31235,8747743
31236,8747904
31237,8748103
31238,8748188
31239,8748224
31240,8748346
31241,8748384
31242,8748404
31243,8748405
31244,8748423
31245,8748435
31246,8748526
31247,8748564
31248,8748605
31249,8748615
31250,8748659
31251,8748782
31252,8748793
31253,8749052
31254,8749214
31255,8749228
31256,8749634
31257,8749823
31258,8749832
31259,8749956
31260,8749957
31261,8749978
31262,8750043
31263,8750129
31264,8750175
31265,8750209
31266,8750299
31267,8750503
31268,8750577
31269,8750584
31270,8750697
31271,8750772
31272,8750875
31273,8751024
31274,8751040
31275,8751107
31276,8751813
31277,8751822
31278,8751902
31279,8751941
31280,8752053
31281,8752253
31282,8752493
31283,8752538
31284,8752589
31285,8752590
31286,8752914
31287,8753496
31288,8753516
31289,8753540
31290,8753547
31291,8753569
31292,8753602
31293,8753627
31294,8753656
31295,8753657
31296,8753763
31297,8753806
31298,8753865
31299,8753896
31300,8753961
31301,8753980
31302,8754015
31303,8754018
31304,8754296
31305,8754388
31306,8754390
31307,8754492
31308,8756766
31309,8756814
31310,8756923
31311,8756942
31312,8756947
31313,8757042
31314,8757284
31315,8757293
31316,8757304
31317,8757341
31318,8757357
31319,8757388
31320,8757490
31321,8757558
31322,8757576
31323,8757619
31324,8757629
31325,8757666
31326,8757842
31327,8757989
31328,8758021
31329,8758134
31330,8758204
31331,8758241
31332,8758303
31333,8758338
31334,8758385
31335,8758421
31336,8758505
31337,8758552
31338,8758577
31339,8758664
31340,8758670
31341,8758913
31342,8759032
31343,8759036
31344,8759169
31345,8759202
31346,8759273
31347,8759491
31348,8759525
31349,8759539
31350,8759585
31351,8759654
31352,8759677
31353,8759777
31354,8760000
31355,8760005
31356,8760040
31357,8760091
31358,8760133
31359,8760144
31360,8760250
31361,8760257
31362,8760267
31363,8760405
31364,8760414
31365,8760445
31366,8760453
31367,8760461
31368,8760485
31369,8760507
31370,8760541
31371,8760596
31372,8760750
31373,8760752
31374,8760760
31375,8760815
31376,8761027
31377,8761053
31378,8761157
31379,8761164
31380,8761232
31381,8761407
31382,8761430
31383,8761518
31384,8765685
31385,8765865
31386,8766349
31387,8766360
31388,8766462
31389,8766522
31390,8766650
31391,8766707
31392,8766823
31393,8766918
31394,8766934
31395,8766982
31396,8767034
31397,8767105
31398,8767145
31399,8767249
31400,8767283
31401,8767351
31402,8767557
31403,8767669
31404,8767678
31405,8771098
31406,8771371
31407,8771390
31408,8771529
31409,8771592
31410,8771916
31411,8771925
31412,8772083
31413,8772185
31414,8772228
31415,8772415
31416,8772417
31417,8772445
31418,8772564
31419,8772648
31420,8772686
31421,8772738
31422,8772874
31423,8773380
31424,8773439
31425,8773494
31426,8773551
31427,8773565
31428,8773869
31429,8773975
31430,8773994
31431,8774002
31432,8774042
31433,8774678
31434,8774802
31435,8774912
31436,8775132
31437,8776048
31438,8776281
31439,8776850
31440,8777174
31441,8777185
31442,8780751
31443,8781195
31444,8782697
31445,8783047
31446,8783423
31447,8783692
31448,8783710
31449,8783959
31450,8784119
31451,8784361
31452,8784414
31453,8784524
31454,8798311
31455,8798367
31456,8798468
31457,8798616
31458,8798626
31459,8800705
31460,8800768
31461,8800954
31462,8801024
31463,8801027
31464,8801035
31465,8801041
31466,8801228
31467,8801269
31468,8801308
31469,8801340
31470,8801345
31471,8801361
31472,8801423
31473,8801532
31474,8801533
31475,8801554
31476,8801567
31477,8801637
31478,8801709
31479,8801740
31480,8801761
31481,8801843
31482,8802165
31483,8802294
31484,8802299
31485,8802340
31486,8802475
31487,8802528
31488,8802624
31489,8802650
31490,8802693
31491,8802923
31492,8802934
31493,8802959
31494,8803016
31495,8803032
31496,8803043
31497,8803185
31498,8803300
31499,8803308
31500,8803312
31501,8803344
31502,8803389
31503,8803397
31504,8803472
31505,8803481
31506,8803511
31507,8803540
31508,8803597
31509,8803757
31510,8803762
31511,8803832
31512,8803857
31513,8804060
31514,8804069
31515,8804164
31516,8804188
31517,8804213
31518,8804261
31519,8804268
31520,8804283
31521,8804346
31522,8804402
31523,8804450
31524,8804455
31525,8804747
31526,8804792
31527,8804845
31528,8804863
31529,8804899
31530,8804913
31531,8804928
31532,8805005
31533,8805014
31534,8805061
31535,8805247
31536,8805343
31537,8805348
31538,8805356
31539,8805425
31540,8805427
31541,8805524
31542,8805879
31543,8805920
31544,8806072
31545,8806096
31546,8806132
31547,8806136
31548,8806159
31549,8806160
31550,8806179
31551,8806250
31552,8806406
31553,8806487
31554,8806497
31555,8806519
31556,8806522
31557,8806547
31558,8806713
31559,8806719
31560,8806732
31561,8806816
31562,8806817
31563,8806907
31564,8806998
31565,8807064
31566,8807137
31567,8807201
31568,8807386
31569,8807389
31570,8807448
31571,8807451
31572,8807454
31573,8807469
31574,8807581
31575,8807676
31576,8807711
31577,8807717
31578,8807928
31579,8807946
31580,8807988
31581,8808029
31582,8808064
31583,8808117
31584,8808134
31585,8808227
31586,8808408
31587,8811531
31588,8811719
31589,8811740
31590,8811901
31591,8811926
31592,8812146
31593,8812508
31594,8812509
31595,8812512
31596,8812566
31597,8812574
31598,8812603
31599,8812752
31600,8812766
31601,8812786
31602,8812874
31603,8812904
31604,8812955
31605,8812958
31606,8813028
31607,8813055
31608,8813251
31609,8813317
31610,8813602
31611,8813604
31612,8813608
31613,8813625
31614,8813670
31615,8813701
31616,8813719
31617,8813830
31618,8813847
31619,8813864
31620,8814089
31621,8814737
31622,8814813
31623,8814871
31624,8814872
31625,8814927
31626,8814956
31627,8815006
31628,8815075
31629,8815084
31630,8815157
31631,8815177
31632,8815179
31633,8815381
31634,8815409
31635,8815478
31636,8815875
31637,8815883
31638,8815937
31639,8815972
31640,8816272
31641,8816273
31642,8816322
31643,8816367
31644,8816384
31645,8816575
31646,8816594
31647,8816599
31648,8816602
31649,8816650
31650,8816832
31651,8817046
31652,8817051
31653,8817158
31654,8817300
31655,8817303
31656,8817323
31657,8817330
31658,8817481
31659,8817483
31660,8817510
31661,8817526
31662,8817605
31663,8817703
31664,8817845
31665,8817929
31666,8817944
31667,8817960
31668,8818018
31669,8818095
31670,8818096
31671,8818159
31672,8818193
31673,8818226
31674,8818303
31675,8818363
31676,8818439
31677,8818552
31678,8818590
31679,8819196
31680,8819333
31681,8819383
31682,8819602
31683,8819605
31684,8819704
31685,8821780
31686,8821904
31687,8821908
31688,8821996
31689,8822025
31690,8822086
31691,8822177
31692,8822182
31693,8822216
31694,8822269
31695,8822401
31696,8822421
31697,8822449
31698,8822612
31699,8822616
31700,8822622
31701,8822626
31702,8822697
31703,8822896
31704,8822905
31705,8822999
31706,8823120
31707,8823130
31708,8823412
31709,8823532
31710,8823534
31711,8823641
31712,8823662
31713,8823833
31714,8823848
31715,8824315
31716,8824413
31717,8824420
31718,8824559
31719,8824604
31720,8824617
31721,8824728
31722,8824737
31723,8824877
31724,8824924
31725,8825017
31726,8825101
31727,8825210
31728,8825261
31729,8825364
31730,8825511
31731,8825564
31732,8825676
31733,8825755
31734,8825811
31735,8825819
31736,8825822
31737,8825860
31738,8825925
31739,8825926
31740,8826002
31741,8826007
31742,8826038
31743,8826140
31744,8826156
31745,8826202
31746,8826273
31747,8826285
31748,8826306
31749,8826425
31750,8826627
31751,8826750
31752,8826772
31753,8826878
31754,8827252
31755,8827332
31756,8827500
31757,8827518
31758,8827519
31759,8827531
31760,8827536
31761,8827538
31762,8827575
31763,8827621
31764,8827779
31765,8827784
31766,8827930
31767,8828060
31768,8828101
31769,8831573
31770,8831622
31771,8831652
31772,8831851
31773,8831886
31774,8831932
31775,8831970
31776,8831988
31777,8832010
31778,8832056
31779,8832096
31780,8832146
31781,8832161
31782,8832226
31783,8832265
31784,8832312
31785,8832372
31786,8832401
31787,8832512
31788,8832586
31789,8832613
31790,8832639
31791,8832643
31792,8832658
31793,8836192
31794,8836323
31795,8836826
31796,8836857
31797,8836888
31798,8836921
31799,8836949
31800,8836957
31801,8837025
31802,8837045
31803,8837074
31804,8837122
31805,8837309
31806,8837573
31807,8837738
31808,8838515
31809,8838605
31810,8838612
31811,8838672
31812,8838755
31813,8838877
31814,8838929
31815,8839297
31816,8839353
31817,8839449
31818,8839664
31819,8840543
31820,8840576
31821,8840605
31822,8841211
31823,8841596
31824,8841838
31825,8842196
31826,8843564
31827,8843818
31828,8844077
31829,8844237
31830,8845014
31831,8845274
31832,8845285
31833,8845385
31834,8845511
31835,8845743
31836,8846051
31837,8847250
31838,8847376
31839,8847466
31840,8847476
31841,8847509
31842,8847654
31843,8847735
31844,8847880
31845,8847885
31846,8847906
31847,8847923
31848,8847988
31849,8848001
31850,8848271
31851,8848483
31852,8848543
31853,8848544
31854,8848782
31855,8848808
31856,8865915
31857,8866038
31858,8866039
31859,8866044
31860,8866136
31861,8866137
31862,8866227
31863,8866350
31864,8866395
31865,8866402
31866,8866467
31867,8866490
31868,8866548
31869,8866554
31870,8866572
31871,8866724
31872,8866754
31873,8866799
31874,8866816
31875,8866824
31876,8866830
31877,8866894
31878,8867017
31879,8867071
31880,8867182
31881,8867218
31882,8867382
31883,8867434
31884,8867486
31885,8867547
31886,8867567
31887,8867572
31888,8867581
31889,8867715
31890,8867743
31891,8867870
31892,8867876
31893,8867880
31894,8867955
31895,8867987
31896,8868027
31897,8868085
31898,8868217
31899,8868295
31900,8868354
31901,8868386
31902,8868637
31903,8868657
31904,8868719
31905,8868727
31906,8868881
31907,8868927
31908,8868947
31909,8868995
31910,8869056
31911,8869057
31912,8869074
31913,8869084
31914,8869186
31915,8869257
31916,8869288
31917,8869298
31918,8869336
31919,8869361
31920,8869491
31921,8869504
31922,8869506
31923,8869507
31924,8869855
31925,8870135
31926,8870286
31927,8870382
31928,8870430
31929,8870437
31930,8870545
31931,8870564
31932,8870648
31933,8870726
31934,8870739
31935,8870750
31936,8870763
31937,8870839
31938,8870848
31939,8870938
31940,8870963
31941,8870977
31942,8871051
31943,8871106
31944,8871285
31945,8871360
31946,8871392
31947,8871485
31948,8871757
31949,8871853
31950,8871919
31951,8872017
31952,8872137
31953,8872202
31954,8872220
31955,8872222
31956,8872281
31957,8872493
31958,8872560
31959,8872630
31960,8872640
31961,8872641
31962,8872668
31963,8872740
31964,8872747
31965,8872751
31966,8872764
31967,8872857
31968,8872941
31969,8873006
31970,8873135
31971,8873233
31972,8873450
31973,8873498
31974,8873517
31975,8873529
31976,8873596
31977,8873690
31978,8873699
31979,8873726
31980,8873763
31981,8873810
31982,8873826
31983,8873873
31984,8873888
31985,8873894
31986,8873983
31987,8874067
31988,8874208
31989,8874266
31990,8874328
31991,8878373
31992,8878382
31993,8878415
31994,8878418
31995,8878492
31996,8878517
31997,8878518
31998,8878552
31999,8878566
32000,8878570
32001,8878678
32002,8878838
32003,8878935
32004,8878988
32005,8879082
32006,8879206
32007,8879242
32008,8879280
32009,8879302
32010,8879335
32011,8879351
32012,8879475
32013,8879539
32014,8879564
32015,8879630
32016,8879717
32017,8879868
32018,8880253
32019,8880268
32020,8880293
32021,8880301
32022,8880311
32023,8880349
32024,8880352
32025,8880387
32026,8880417
32027,8881090
32028,8881146
32029,8881158
32030,8881160
32031,8881201
32032,8881270
32033,8881282
32034,8881423
32035,8881428
32036,8881633
32037,8881943
32038,8882004
32039,8882051
32040,8882130
32041,8882196
32042,8882429
32043,8882530
32044,8882555
32045,8882669
32046,8882746
32047,8882996
32048,8883075
32049,8883172
32050,8883214
32051,8883231
32052,8883238
32053,8883289
32054,8883308
32055,8883382
32056,8883499
32057,8883550
32058,8883614
32059,8883727
32060,8883883
32061,8884006
32062,8884014
32063,8884136
32064,8884158
32065,8884184
32066,8884274
32067,8884366
32068,8884376
32069,8884632
32070,8884717
32071,8884720
32072,8884802
32073,8884803
32074,8884954
32075,8885038
32076,8885058
32077,8885099
32078,8885113
32079,8885258
32080,8885304
32081,8885343
32082,8885423
32083,8885424
32084,8885433
32085,8885518
32086,8885521
32087,8885533
32088,8885548
32089,8885574
32090,8885582
32091,8885598
32092,8885649
32093,8885673
32094,8885779
32095,8885868
32096,8888405
32097,8888495
32098,8888592
32099,8888595
32100,8888745
32101,8888948
32102,8888956
32103,8889135
32104,8889317
32105,8889374
32106,8889381
32107,8889401
32108,8889467
32109,8889477
32110,8889581
32111,8889584
32112,8889589
32113,8889633
32114,8889788
32115,8890151
32116,8890212
32117,8890217
32118,8890290
32119,8890316
32120,8890387
32121,8890448
32122,8890665
32123,8890783
32124,8890865
32125,8891009
32126,8891304
32127,8891395
32128,8891666
32129,8891684
32130,8891698
32131,8891730
32132,8891745
32133,8891786
32134,8891941
32135,8892006
32136,8892101
32137,8892124
32138,8892196
32139,8892198
32140,8892338
32141,8892413
32142,8892508
32143,8892664
32144,8892721
32145,8892893
32146,8893027
32147,8893049
32148,8893172
32149,8893222
32150,8893247
32151,8893327
32152,8893332
32153,8893408
32154,8893476
32155,8893718
32156,8893818
32157,8894383
32158,8894425
32159,8894525
32160,8894722
32161,8894791
32162,8895012
32163,8895070
32164,8895077
32165,8895232
32166,8895238
32167,8895258
32168,8895268
32169,8895303
32170,8895343
32171,8895482
32172,8895913
32173,8896112
32174,8896203
32175,8896458
32176,8903375
32177,8903851
32178,8903898
32179,8904076
32180,8905246
32181,8905722
32182,8906132
32183,8906211
32184,8906893
32185,8906913
32186,8907882
32187,8908407
32188,8908914
32189,8909844
32190,8910891
32191,8911233
32192,8911404
32193,8911749
32194,8912019
32195,8912556
32196,8912696
32197,8912942
32198,8913671
32199,8915153
32200,8915654
32201,8915814
32202,8916417
32203,8933052
32204,8933152
32205,8933297
32206,8933380
32207,8933411
32208,8933526
32209,8933536
32210,8933735
32211,8933778
32212,8933913
32213,8933982
32214,8934039
32215,8934103
32216,8934162
32217,8934189
32218,8934208
32219,8934237
32220,8934262
32221,8934476
32222,8934495
32223,8934503
32224,8934608
32225,8934657
32226,8934689
32227,8934700
32228,8934966
32229,8934997
32230,8935020
32231,8935024
32232,8935140
32233,8935375
32234,8935416
32235,8935423
32236,8935454
32237,8935497
32238,8935504
32239,8935558
32240,8935622
32241,8935640
32242,8935669
32243,8935697
32244,8935715
32245,8935737
32246,8935747
32247,8935810
32248,8935935
32249,8935997
32250,8936226
32251,8936330
32252,8936371
32253,8936408
32254,8936448
32255,8936511
32256,8936541
32257,8936567
32258,8936652
32259,8936668
32260,8936671
32261,8936886
32262,8937005
32263,8937021
32264,8937052
32265,8937100
32266,8937142
32267,8937665
32268,8937740
32269,8937754
32270,8937762
32271,8937771
32272,8938210
32273,8938245
32274,8938258
32275,8938275
32276,8938276
32277,8938333
32278,8938376
32279,8938479
32280,8938545
32281,8938583
32282,8938597
32283,8938623
32284,8938628
32285,8938644
32286,8938669
32287,8938882
32288,8938890
32289,8938922
32290,8938937
32291,8938993
32292,8939031
32293,8939303
32294,8939341
32295,8939357
